search_term,product_name,registration_number,manufacturer,category,pack_size,price,price_text,effective_from,scraped_at,source
Fortexone,Fortexone Injection 250 mg IM Each vial contains:Ceftriaxone Sodium eq. toCeftriaxone…... 250mg,026159,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,219.42,Rs 219.42,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
Fortexone,Fortexone Injection 500mg IV Each vial contains:Ceftriaxone Sodium eq. toCeftriaxone…... 500mg,020273,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,346.16,Rs 346.16,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
Fortexone,FortexoneInjection 250 mg IV Each vial contains:Ceftriaxone Sodium eq. toCeftriaxone…... 250mg,020272,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,203.62,Rs 203.62,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
Moxiget,Moxiget IV Infusion 400mg/250ml Each vial of 250mL solution for infusion contains:Moxifloxacin hydrochloride equivalent to Moxifloxacin…..400mg,050650,Getz Pharma (Pvt) Limited DML: 000284,Essential Drugs,1 x 250ml,1968.13,"Rs 1,968.13","19 Aug, 2025",2026-09-12 02:32:03,https://e.dra.gov.pk/public/price
Moxiget,Moxiget Tablets 400mg Each film-coated tablet contains:Moxifloxacin…400mg(as hydrochloride),047117,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,1 x 10's,1949.43,"Rs 1,949.43","27 Jul, 2026",2026-09-12 02:32:03,https://e.dra.gov.pk/public/price
Moxiget,Moxiget Tablets 400mg Each film-coated tablet contains:Moxifloxacin…400mg(as hydrochloride),047117,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,5 x 5's,4774.14,"Rs 4,774.14","27 Jul, 2026",2026-09-12 02:32:04,https://e.dra.gov.pk/public/price
Moxiget,Moxiget Tablets 400mg Each film-coated tablet contains:Moxifloxacin…400mg(as hydrochloride),047117,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,5's,994.61,Rs 994.61,"27 Jul, 2026",2026-09-12 02:32:04,https://e.dra.gov.pk/public/price
Megamox,Megamox 200mg TabletsEach tablet contians:Moxifloxacin USP 200mg Megamox 200mg TabletsEach tablet contians:Moxifloxacin USP 200mg,039285,Sante (Private) Limited DML: 000702,Essential Drugs,10's,484.33,Rs 484.33,"27 Jul, 2026",2026-09-12 02:32:10,https://e.dra.gov.pk/public/price
Avelox,Avelox Infusion Solution Each 250ml Contains:Moxifloxacin HCl eq. to Moxifloxacin Base 400mg,109733,Bayer Pakistan Private Limited DSL: 0611,Essential Drugs,1 x 250ml,2285.19,"Rs 2,285.19","05 Aug, 2025",2026-09-12 02:32:16,https://e.dra.gov.pk/public/price
Avelox,Avelox Tablets Each Tablet Contains:Moxifloxacin HCl eq. to Moxifloxacin Base 400mg,024653,Bayer Pakistan Private Limited DSL: 0611,Essential Drugs,1 x 5's,1490.83,"Rs 1,490.83","05 Aug, 2025",2026-09-12 02:32:16,https://e.dra.gov.pk/public/price
Avelox,Navelox Tablets Moxifloxacin HCl 400mg,068237,NAVEGAL LABORATORIES DML: 000591,Essential Drugs,5,877.13,Rs 877.13,"30 Jul, 2026",2026-09-12 02:32:16,https://e.dra.gov.pk/public/price
Avelox,Savelox Tablet 250mg Each tablet contains:Levofloxacin 250mg,032255,"Popular Chemical Works Pvt Ltd., DML: 000076",Essential Drugs,1x10's,255.32,Rs 255.32,"25 Aug, 2026",2026-09-12 02:32:16,https://e.dra.gov.pk/public/price
Avelox,Savelox Tablet 500mg Each tablet contains: Levofloxacin 500mg,029328,"Popular Chemical Works Pvt Ltd., DML: 000076",Essential Drugs,1x10's,396.9,Rs 396.90,"25 Aug, 2026",2026-09-12 02:32:16,https://e.dra.gov.pk/public/price
Azilla,Azilla-250 Capsule Azithromycin as Dihydrate …………250mg,046176,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,508.6,Rs 508.60,"27 Jul, 2026",2026-09-12 02:32:23,https://e.dra.gov.pk/public/price
Azilla,Azilla-500 Capsules Azithromycin Dihydrate…………….500mg,074557,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 3's,249.31,Rs 249.31,"27 Jul, 2026",2026-09-12 02:32:23,https://e.dra.gov.pk/public/price
Azeloc,Azeloc Capsules 250mg Azithromycin 250mg,087682,Evolution Pharmaceuticals (Pvt.) Ltd. DML: 000867,Essential Drugs,1 x 10's,478.82,Rs 478.82,"29 Jul, 2026",2026-09-12 02:32:29,https://e.dra.gov.pk/public/price
Azeloc,Azeloc Capsules 250mg Azithromycin 250mg,087682,Evolution Pharmaceuticals (Pvt.) Ltd. DML: 000867,Essential Drugs,6's,305.19,Rs 305.19,"29 Jul, 2026",2026-09-12 02:32:29,https://e.dra.gov.pk/public/price
Azeloc,Azeloc Dry Susp. 200mg Azithromycin 200mg,090055,Evolution Pharmaceuticals (Pvt.) Ltd. DML: 000867,Essential Drugs,15ml,329.12,Rs 329.12,"29 Jul, 2026",2026-09-12 02:32:29,https://e.dra.gov.pk/public/price
Azeloc,Azeloc Tablets 250mg Azithromycin 250mg,095366,Evolution Pharmaceuticals (Pvt.) Ltd. DML: 000867,Essential Drugs,1 x 10's,456.9,Rs 456.90,"29 Jul, 2026",2026-09-12 02:32:29,https://e.dra.gov.pk/public/price
Azeloc,Azeloc Tablets 250mg Azithromycin 250mg,095366,Evolution Pharmaceuticals (Pvt.) Ltd. DML: 000867,Essential Drugs,1 x 6's,291.22,Rs 291.22,"29 Jul, 2026",2026-09-12 02:32:29,https://e.dra.gov.pk/public/price
Azeloc,Azeloc Tablets 500mg Azithromycin 500mg,095367,Evolution Pharmaceuticals (Pvt.) Ltd. DML: 000867,Essential Drugs,1 x 6's,533.91,Rs 533.91,"29 Jul, 2026",2026-09-12 02:32:29,https://e.dra.gov.pk/public/price
Lazio,Lazio Capsules Azithromycin/250mg,065825,The Schazoo Pharmaceutical Laboratories (Pvt.) Ltd. DML: 000019,Essential Drugs,1 x 10's,508.6,Rs 508.60,"23 Jul, 2026",2026-09-12 02:32:36,https://e.dra.gov.pk/public/price
Lazio,Lazio Capsules Azithromycin/250mg,065825,The Schazoo Pharmaceutical Laboratories (Pvt.) Ltd. DML: 000019,Essential Drugs,1 x 6,305.16,Rs 305.16,"23 Jul, 2026",2026-09-12 02:32:36,https://e.dra.gov.pk/public/price
Lazio,Lazio Dry Powder Suspension Azithromycin/200 mg/5ml,065832,The Schazoo Pharmaceutical Laboratories (Pvt.) Ltd. DML: 000019,Essential Drugs,15 ml,329.1,Rs 329.10,"23 Jul, 2026",2026-09-12 02:32:36,https://e.dra.gov.pk/public/price
Zetro,Zetro Capsules 250mg Each capsule contains:Azithromycin.…250mg(as dihydrate),045375,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,10's,533.95,Rs 533.95,"27 Jul, 2026",2026-09-12 02:32:42,https://e.dra.gov.pk/public/price
Zetro,Zetro Capsules 250mg Each capsule contains:Azithromycin.…250mg(as dihydrate),045375,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,6's,320.36,Rs 320.36,"27 Jul, 2026",2026-09-12 02:32:42,https://e.dra.gov.pk/public/price
Zetro,Zetro Suspension 100mg/5mL Each 5ml contains:Azithromycin….100mg,045374,Getz Pharma (Pvt) Limited DML: 000284,Essential Drugs,30mL,205.29,Rs 205.29,"27 Jul, 2026",2026-09-12 02:32:42,https://e.dra.gov.pk/public/price
Zetro,Zetro Suspesnion 200mg/5ml Each 5mL contains:Azithromycin.…200mg(as dihydrate),047145,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,15ml,345.5,Rs 345.50,"27 Jul, 2026",2026-09-12 02:32:42,https://e.dra.gov.pk/public/price
Zetro,Zetro Suspesnion 200mg/5ml Each 5mL contains:Azithromycin.…200mg(as dihydrate),047145,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,25ml,543.61,Rs 543.61,"27 Jul, 2026",2026-09-12 02:32:42,https://e.dra.gov.pk/public/price
Zetro,Zetro Suspesnion 200mg/5ml Each 5mL contains:Azithromycin.…200mg(as dihydrate),047145,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,30ml,640.69,Rs 640.69,"27 Jul, 2026",2026-09-12 02:32:42,https://e.dra.gov.pk/public/price
Zetro,Zetro Tablets 250mg Each film coated tablet contains:Azithromycin.…250mg(as dihydrate),066913,Getz Pharma (Pvt) Limited DML: 000284,Essential Drugs,6's,225.1,Rs 225.10,"27 Jul, 2026",2026-09-12 02:32:43,https://e.dra.gov.pk/public/price
Zetro,Zetro Tablets 500mg Each film-coated tablet contains:Azithromycin.…500mg(as dihydrate),053120,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,1x3's,286.86,Rs 286.86,"27 Jul, 2026",2026-09-12 02:32:43,https://e.dra.gov.pk/public/price
Zetro,Zetro Tablets 500mg Each film-coated tablet contains:Azithromycin.…500mg(as dihydrate),053120,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,6's,575.83,Rs 575.83,"27 Jul, 2026",2026-09-12 02:32:43,https://e.dra.gov.pk/public/price
Xempra,Xempra Capsule Omeprazole (as Enteric Coated Pellets 8.5%) ….....…..20mg,046195,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,205.43,Rs 205.43,"27 Jul, 2026",2026-09-12 02:32:49,https://e.dra.gov.pk/public/price
Xempra,Xempra-40 Capsules Omeprazole (as Enteric Coated Pellets 8.5%) ……………………………………......40mg,060029,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,357.02,Rs 357.02,"27 Jul, 2026",2026-09-12 02:32:49,https://e.dra.gov.pk/public/price
Megazole,Megazole Capsules 20 mg Each Capsule Contains (Omeprazole…20mg),037847,Mega Pharmaceuticals limited DML: 000537,Essential Drugs,1 x 10's,179.96,Rs 179.96,"17 Aug, 2026",2026-09-12 02:32:55,https://e.dra.gov.pk/public/price
Megazole,Megazole Capsules 20 mg Each Capsule Contains (Omeprazole…20mg),037847,Mega Pharmaceuticals limited DML: 000537,Essential Drugs,10 x 10's,1732.73,"Rs 1,732.73","17 Aug, 2026",2026-09-12 02:32:55,https://e.dra.gov.pk/public/price
Megazole,Megazole Capsules 20 mg Each Capsule Contains (Omeprazole…20mg),037847,Mega Pharmaceuticals limited DML: 000537,Essential Drugs,14's,287.24,Rs 287.24,"17 Aug, 2026",2026-09-12 02:32:55,https://e.dra.gov.pk/public/price
Megazole,Megazole Capsules 40 mg Each Capsule Contains (Omeprazole….40mg),083186,Mega Pharmaceuticals limited DML: 000537,Essential Drugs,1 x 10's,313.36,Rs 313.36,"17 Aug, 2026",2026-09-12 02:32:56,https://e.dra.gov.pk/public/price
Megazole,Megazole Capsules 40 mg Each Capsule Contains (Omeprazole….40mg),083186,Mega Pharmaceuticals limited DML: 000537,Essential Drugs,10 x 10's,3008.35,"Rs 3,008.35","17 Aug, 2026",2026-09-12 02:32:56,https://e.dra.gov.pk/public/price
Megazole,Megazole Capsules 40 mg Each Capsule Contains (Omeprazole….40mg),083186,Mega Pharmaceuticals limited DML: 000537,Essential Drugs,2x7's,498.67,Rs 498.67,"17 Aug, 2026",2026-09-12 02:32:56,https://e.dra.gov.pk/public/price
Cefiget,Cefiget Capsules 400mg Each capsule contains:Cefixime trihydrate equivalent to Cefixime.…400mg,045118,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,5’s,592.02,Rs 592.02,"27 Jul, 2026",2026-09-12 02:33:02,https://e.dra.gov.pk/public/price
Cefiget,Cefiget DS Suspension 200mg/5ml Each 5mL of reconstituted suspension contains:Cefixime trihydrate equivalent to Cefixime.…200mg,045120,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,30ml,404.32,Rs 404.32,"27 Jul, 2026",2026-09-12 02:33:02,https://e.dra.gov.pk/public/price
Cefiget,Cefiget Suspension 100mg/5ml Each 5mL of reconstituted suspension contains:Cefixime trihydrate equivalent to Cefixime.…100mg,045119,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,30ml,330.38,Rs 330.38,"27 Jul, 2026",2026-09-12 02:33:02,https://e.dra.gov.pk/public/price
Cefiget,Cefiget Suspension 100mg/5ml Each 5mL of reconstituted suspension contains:Cefixime trihydrate equivalent to Cefixime.…100mg,045119,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,60ml,647.54,Rs 647.54,"27 Jul, 2026",2026-09-12 02:33:02,https://e.dra.gov.pk/public/price
Cefiget,Cefiget Tablets 200mg Each film-coated tablet contains:Cefixime trihydrate equivalent to Cefixime...200mg,055746,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,10's,648.51,Rs 648.51,"27 Jul, 2026",2026-09-12 02:33:02,https://e.dra.gov.pk/public/price
Cefiget,Cefiget Tablets 200mg Each film-coated tablet contains:Cefixime trihydrate equivalent to Cefixime...200mg,055746,Getz Pharma (Pvt.) Ltd. DML: 000933,Essential Drugs,5's,340.78,Rs 340.78,"27 Jul, 2026",2026-09-12 02:33:02,https://e.dra.gov.pk/public/price
Cipvax,Cipvax Tablets 750mg Ciprofloxacin (as Hcl)………………..750mg,059383,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,359.01,Rs 359.01,"27 Jul, 2026",2026-09-12 02:33:09,https://e.dra.gov.pk/public/price
Cipvax,Cipvax XR-500mg Tablets Ciprofloxacin (as HCl)………….500mg,080983,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,518.57,Rs 518.57,"27 Jul, 2026",2026-09-12 02:33:09,https://e.dra.gov.pk/public/price
Cipvax,Cipvax-125 Dry Susp Ciprofloxacin (as HCl)………….125mg,074529,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,60ml,222.36,Rs 222.36,"27 Jul, 2026",2026-09-12 02:33:09,https://e.dra.gov.pk/public/price
Cipvax,Cipvax-250 Tablets Ciprofloxacin (as Hcl)...…250mg,052916,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,259.29,Rs 259.29,"27 Jul, 2026",2026-09-12 02:33:09,https://e.dra.gov.pk/public/price
Cipvax,Cipvax-500 Tablets Ciprofloxacin (as Hcl)…..500mg,043310,"Genome Pharmaceuticals (Pvt.) Ltd, DML: 000454",Essential Drugs,1 x 10's,518.57,Rs 518.57,"27 Jul, 2026",2026-09-12 02:33:09,https://e.dra.gov.pk/public/price
Ciprosafe,CiproSafe Pharmaceuticals (Pvt) Ltd 200mg/100ml Infusion Each 100ml Vial contains: Ciprofloxacin (as HCl)….200mg,048866,SAFE PHARMACEUTICAL (PVT) LTD DML: 000349,Essential Drugs,100ml Vial,180.12,Rs 180.12,"01 Jul, 2024",2026-09-12 02:33:21,https://e.dra.gov.pk/public/price
Ciprosafe,CiproSafe Pharmaceuticals (Pvt) Ltd 250mg Tablet Each Tablet contains: Ciprofloxacin (as HCl)….250mg,048863,SAFE PHARMACEUTICAL (PVT) LTD DML: 000349,Essential Drugs,1 x 10's Tablet,195.13,Rs 195.13,"01 Jul, 2024",2026-09-12 02:33:21,https://e.dra.gov.pk/public/price
Ciprosafe,CiproSafe Pharmaceuticals (Pvt) Ltd 500mg Tablet Each Tablet contains: Ciprofloxacin (as HCl)….500mg,048864,SAFE PHARMACEUTICAL (PVT) LTD DML: 000349,Essential Drugs,1 x 10's Tablet,322.71,Rs 322.71,"01 Jul, 2024",2026-09-12 02:33:21,https://e.dra.gov.pk/public/price
Ciprosafe,CiproSafe Pharmaceuticals (Pvt) Ltd 750mg Tablet Each Tablet contains: Ciprofloxacin (as HCl)…750mg,048865,SAFE PHARMACEUTICAL (PVT) LTD DML: 000349,Essential Drugs,1 x 10's Tablet,345.22,Rs 345.22,"01 Jul, 2024",2026-09-12 02:33:21,https://e.dra.gov.pk/public/price
Excipro,EXCIPRO TABLETS CIPROFLOXACIN 250MG,017228,OPAL LABORATORIES (PVT) LTD DML: 000046,Essential Drugs,1 X 10’S,367.99,Rs 367.99,"27 Jul, 2026",2026-09-12 02:33:28,https://e.dra.gov.pk/public/price
Excipro,EXCIPRO TABLETS CIPROFLOXACIN 500MG,017229,OPAL LABORATORIES (PVT) LTD DML: 000046,Essential Drugs,1 X 10’S,647.68,Rs 647.68,"27 Jul, 2026",2026-09-12 02:33:28,https://e.dra.gov.pk/public/price
Cithrox,Cithrox Infusion 200mg/100ml Ciprofloxacin (as Lactate) 200mg/100ml,031671,Akson Pharmaceuticals (Pvt) Ltd DML: 000486,Essential Drugs,100ml,332.39,Rs 332.39,"27 Jul, 2026",2026-09-12 02:33:34,https://e.dra.gov.pk/public/price
Cithrox,Cithrox Tablets250mg. Ciprofloxacin(a s HCl) 250mg,029429,Akson Pharmaceuticals (Pvt) Ltd DML: 000486,Essential Drugs,1x10’s,221.59,Rs 221.59,"27 Jul, 2026",2026-09-12 02:33:34,https://e.dra.gov.pk/public/price
Cithrox,Cithrox Tablets500mg. Ciprofloxacin (as HCl)500mg,029430,Akson Pharmaceuticals (Pvt) Ltd DML: 000486,Essential Drugs,1x10’s,406.25,Rs 406.25,"27 Jul, 2026",2026-09-12 02:33:34,https://e.dra.gov.pk/public/price
Cithrox,Cithrox- 750 Ciprofloxacin (as HCl) 750mg,073227,Akson Pharmaceuticals (Pvt) Ltd DML: 000486,Essential Drugs,1 x 10’s,424.71,Rs 424.71,"27 Jul, 2026",2026-09-12 02:33:34,https://e.dra.gov.pk/public/price
Savoxacin,Savoxacin Tablet Ciprofloxacin HCL 500mg,061970,Pfizer Pakistan Limited DSL: 687,Essential Drugs,10's,410.27,Rs 410.27,"01 Jul, 2024",2026-09-12 02:33:41,https://e.dra.gov.pk/public/price
Savoxacin,Savoxacin Tablet Ciprofloxacin HCL 250mg,061969,Pfizer Pakistan Limited DSL: 687,Essential Drugs,10's,248.08,Rs 248.08,"01 Jul, 2024",2026-09-12 02:33:41,https://e.dra.gov.pk/public/price
Telsartan,TELSARTAN PLUS Each tablet containsTelmisartan ….......40mg Hyydrochlorothiazide…........ 12.5mg,093973,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,14's,614.45,Rs 614.45,"23 Jul, 2026",2026-09-12 02:33:47,https://e.dra.gov.pk/public/price
Telsartan,TELSARTAN PLUS Each tablet containsTelmisartan ….......40mg Hyydrochlorothiazide…........ 12.5mg,093973,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,28's,1167.47,"Rs 1,167.47","23 Jul, 2026",2026-09-12 02:33:47,https://e.dra.gov.pk/public/price
Telsartan,TELSARTAN PLUS 80/12.5 Each tablet containsTelmisartan ….......80mg Hyydrochlorothiazide…........ 12.5mg,093974,Lucky Core Industries Limited DML: 000363,Essential Drugs,14's,1071.32,"Rs 1,071.32","01 Jul, 2024",2026-09-12 02:33:47,https://e.dra.gov.pk/public/price
Telsartan,TELSARTAN PLUS 80/12.5 Each tablet containsTelmisartan ….......80mg Hyydrochlorothiazide…........ 12.5mg,093974,Lucky Core Industries Limited DML: 000363,Essential Drugs,28's,2032.76,"Rs 2,032.76","01 Jul, 2024",2026-09-12 02:33:47,https://e.dra.gov.pk/public/price
